"REF_DATE","GEO","DGUID","Mortgages","Increases and decreases","Type of mortgage","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Purchases of mortgages from","Total, mortgages","Dollars","81","millions","6","v36466","1.2.4.1","24179","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Purchases of mortgages from","Residential mortgages, insured","Dollars","81","millions","6","v36481","1.2.4.3","13624","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Purchases of mortgages from","Residential mortgages, uninsured","Dollars","81","millions","6","v36496","1.2.4.4","10555","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Purchases of mortgages from","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36432","1.2.4.6","0","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Purchases of mortgages from","Non-residential, farm mortgages","Dollars","81","millions","6","v36447","1.2.4.7","0","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total, mortgages","Dollars","81","millions","6","v36467","1.2.5.1","18855","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","11494","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","7360","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36433","1.2.5.6","0","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Non-residential, farm mortgages","Dollars","81","millions","6","v36448","1.2.5.7","0","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Total, mortgages","Dollars","81","millions","6","v36468","1.2.6.1","5325","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Residential mortgages, insured","Dollars","81","millions","6","v36483","1.2.6.3","2130","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36498","1.2.6.4","3195","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36434","1.2.6.6","0","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Non-residential, farm mortgages","Dollars","81","millions","6","v36449","1.2.6.7","0","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Total, mortgages","Dollars","81","millions","6","v36469","1.2.7.1","0","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Residential mortgages, insured","Dollars","81","millions","6","v36484","1.2.7.3","0","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Residential mortgages, uninsured","Dollars","81","millions","6","v36499","1.2.7.4","0","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36435","1.2.7.6","0","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Non-residential, farm mortgages","Dollars","81","millions","6","v36450","1.2.7.7","0","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Other increases","Total, mortgages","Dollars","81","millions","6","v36470","1.2.8.1","2984","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Other increases","Residential mortgages, insured","Dollars","81","millions","6","v36485","1.2.8.3","727","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Other increases","Residential mortgages, uninsured","Dollars","81","millions","6","v36500","1.2.8.4","2185","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Other increases","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36436","1.2.8.6","49","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Other increases","Non-residential, farm mortgages","Dollars","81","millions","6","v36451","1.2.8.7","22","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Gross decrease","Total, mortgages","Dollars","81","millions","6","v36471","1.2.9.1","78363","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Gross decrease","Residential mortgages, insured","Dollars","81","millions","6","v36486","1.2.9.3","37998","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Gross decrease","Residential mortgages, uninsured","Dollars","81","millions","6","v36422","1.2.9.4","36591","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Gross decrease","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36437","1.2.9.6","3216","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Gross decrease","Non-residential, farm mortgages","Dollars","81","millions","6","v36452","1.2.9.7","558","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Repayment of principal","Total, mortgages","Dollars","81","millions","6","v36472","1.2.10.1","49107","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Repayment of principal","Residential mortgages, insured","Dollars","81","millions","6","v36487","1.2.10.3","24500","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Repayment of principal","Residential mortgages, uninsured","Dollars","81","millions","6","v36423","1.2.10.4","21026","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Repayment of principal","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36438","1.2.10.6","3059","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Repayment of principal","Non-residential, farm mortgages","Dollars","81","millions","6","v36453","1.2.10.7","522","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Sales of mortgages to","Total, mortgages","Dollars","81","millions","6","v36473","1.2.11.1","20335","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Sales of mortgages to","Residential mortgages, insured","Dollars","81","millions","6","v36488","1.2.11.3","11450","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Sales of mortgages to","Residential mortgages, uninsured","Dollars","81","millions","6","v36424","1.2.11.4","8886","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Sales of mortgages to","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36439","1.2.11.6","0","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Sales of mortgages to","Non-residential, farm mortgages","Dollars","81","millions","6","v36454","1.2.11.7","0","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total, mortgages","Dollars","81","millions","6","v36474","1.2.12.1","8581","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","5259","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","3322","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36440","1.2.12.6","0","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Non-residential, farm mortgages","Dollars","81","millions","6","v36455","1.2.12.7","0","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Total, mortgages","Dollars","81","millions","6","v36475","1.2.13.1","11755","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Residential mortgages, insured","Dollars","81","millions","6","v36490","1.2.13.3","6191","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36426","1.2.13.4","5564","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36441","1.2.13.6","0","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Non-residential, farm mortgages","Dollars","81","millions","6","v36456","1.2.13.7","0","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Total, mortgages","Dollars","81","millions","6","v36476","1.2.14.1","0","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Residential mortgages, insured","Dollars","81","millions","6","v36491","1.2.14.3","0","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Residential mortgages, uninsured","Dollars","81","millions","6","v36427","1.2.14.4","0","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36442","1.2.14.6","0","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Non-residential, farm mortgages","Dollars","81","millions","6","v36457","1.2.14.7","0","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Other decreases","Total, mortgages","Dollars","81","millions","6","v36477","1.2.15.1","3292","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Other decreases","Residential mortgages, insured","Dollars","81","millions","6","v36492","1.2.15.3","2031","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Other decreases","Residential mortgages, uninsured","Dollars","81","millions","6","v36428","1.2.15.4","1069","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Other decreases","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36443","1.2.15.6","157","","","","0"
"2016-10","Canada","2016A000011124","Mortgages in Canada outstanding","Other decreases","Non-residential, farm mortgages","Dollars","81","millions","6","v36458","1.2.15.7","36","","","","0"
"2016-10","Canada","2016A000011124","Mortgage loans outside Canada outstanding","Total, increases and decreases","Total, mortgages","Dollars","81","millions","6","v36459","1.3.1.1","131776","","","","0"
"2016-10","Canada","2016A000011124","Mortgage loans outside Canada outstanding","Total, increases and decreases","Total, residential mortgages","Dollars","81","millions","6","v36460","1.3.1.2","86728","","","","0"
"2016-10","Canada","2016A000011124","Mortgage loans outside Canada outstanding","Total, increases and decreases","Total, non-residential mortgages","Dollars","81","millions","6","v36461","1.3.1.5","45049","","","","0"
"2016-10","Canada","2016A000011124","Allowance for credit losses","Total, increases and decreases","Total, mortgages","Dollars","81","millions","6","v36462","1.4.1.1","1926","","","","0"
"2017-01","Canada","2016A000011124","Total, mortgage loans outstanding","Total, increases and decreases","Total, mortgages","Dollars","81","millions","6","v36421","1.1.1.1","1274544","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Total, increases and decreases","Total, mortgages","Dollars","81","millions","6","v36463","1.2.1.1","1142339","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Total, increases and decreases","Residential mortgages, insured","Dollars","81","millions","6","v36478","1.2.1.3","566236","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Total, increases and decreases","Residential mortgages, uninsured","Dollars","81","millions","6","v36493","1.2.1.4","511516","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Total, increases and decreases","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36429","1.2.1.6","53955","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Total, increases and decreases","Non-residential, farm mortgages","Dollars","81","millions","6","v36444","1.2.1.7","10633","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Gross increase","Total, mortgages","Dollars","81","millions","6","v36464","1.2.2.1","71905","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Gross increase","Residential mortgages, insured","Dollars","81","millions","6","v36479","1.2.2.3","26074","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Gross increase","Residential mortgages, uninsured","Dollars","81","millions","6","v36494","1.2.2.4","41322","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Gross increase","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36430","1.2.2.6","3861","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Gross increase","Non-residential, farm mortgages","Dollars","81","millions","6","v36445","1.2.2.7","648","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Cash disbursement of principal","Total, mortgages","Dollars","81","millions","6","v36465","1.2.3.1","46242","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Cash disbursement of principal","Residential mortgages, insured","Dollars","81","millions","6","v36480","1.2.3.3","7821","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Cash disbursement of principal","Residential mortgages, uninsured","Dollars","81","millions","6","v36495","1.2.3.4","34133","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Cash disbursement of principal","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36431","1.2.3.6","3662","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Cash disbursement of principal","Non-residential, farm mortgages","Dollars","81","millions","6","v36446","1.2.3.7","626","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Purchases of mortgages from","Total, mortgages","Dollars","81","millions","6","v36466","1.2.4.1","10675","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Purchases of mortgages from","Residential mortgages, insured","Dollars","81","millions","6","v36481","1.2.4.3","5928","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Purchases of mortgages from","Residential mortgages, uninsured","Dollars","81","millions","6","v36496","1.2.4.4","4621","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Purchases of mortgages from","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36432","1.2.4.6","125","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Purchases of mortgages from","Non-residential, farm mortgages","Dollars","81","millions","6","v36447","1.2.4.7","0","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total, mortgages","Dollars","81","millions","6","v36467","1.2.5.1","9370","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36482","1.2.5.3","4775","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36497","1.2.5.4","4469","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36433","1.2.5.6","125","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Non-residential, farm mortgages","Dollars","81","millions","6","v36448","1.2.5.7","0","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Total, mortgages","Dollars","81","millions","6","v36468","1.2.6.1","1305","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Residential mortgages, insured","Dollars","81","millions","6","v36483","1.2.6.3","1153","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36498","1.2.6.4","152","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36434","1.2.6.6","0","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Non-residential, farm mortgages","Dollars","81","millions","6","v36449","1.2.6.7","0","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Total, mortgages","Dollars","81","millions","6","v36469","1.2.7.1","0","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Residential mortgages, insured","Dollars","81","millions","6","v36484","1.2.7.3","0","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Residential mortgages, uninsured","Dollars","81","millions","6","v36499","1.2.7.4","0","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36435","1.2.7.6","0","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Non-residential, farm mortgages","Dollars","81","millions","6","v36450","1.2.7.7","0","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Other increases","Total, mortgages","Dollars","81","millions","6","v36470","1.2.8.1","2986","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Other increases","Residential mortgages, insured","Dollars","81","millions","6","v36485","1.2.8.3","463","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Other increases","Residential mortgages, uninsured","Dollars","81","millions","6","v36500","1.2.8.4","2428","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Other increases","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36436","1.2.8.6","73","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Other increases","Non-residential, farm mortgages","Dollars","81","millions","6","v36451","1.2.8.7","22","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Gross decrease","Total, mortgages","Dollars","81","millions","6","v36471","1.2.9.1","64507","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Gross decrease","Residential mortgages, insured","Dollars","81","millions","6","v36486","1.2.9.3","27457","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Gross decrease","Residential mortgages, uninsured","Dollars","81","millions","6","v36422","1.2.9.4","33949","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Gross decrease","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36437","1.2.9.6","2557","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Gross decrease","Non-residential, farm mortgages","Dollars","81","millions","6","v36452","1.2.9.7","545","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Repayment of principal","Total, mortgages","Dollars","81","millions","6","v36472","1.2.10.1","41681","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Repayment of principal","Residential mortgages, insured","Dollars","81","millions","6","v36487","1.2.10.3","20884","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Repayment of principal","Residential mortgages, uninsured","Dollars","81","millions","6","v36423","1.2.10.4","17854","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Repayment of principal","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36438","1.2.10.6","2402","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Repayment of principal","Non-residential, farm mortgages","Dollars","81","millions","6","v36453","1.2.10.7","542","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Sales of mortgages to","Total, mortgages","Dollars","81","millions","6","v36473","1.2.11.1","8779","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Sales of mortgages to","Residential mortgages, insured","Dollars","81","millions","6","v36488","1.2.11.3","5238","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Sales of mortgages to","Residential mortgages, uninsured","Dollars","81","millions","6","v36424","1.2.11.4","3412","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Sales of mortgages to","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36439","1.2.11.6","129","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Sales of mortgages to","Non-residential, farm mortgages","Dollars","81","millions","6","v36454","1.2.11.7","0","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total, mortgages","Dollars","81","millions","6","v36474","1.2.12.1","4852","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, insured","Dollars","81","millions","6","v36489","1.2.12.3","4302","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36425","1.2.12.4","421","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36440","1.2.12.6","129","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Non-residential, farm mortgages","Dollars","81","millions","6","v36455","1.2.12.7","0","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Total, mortgages","Dollars","81","millions","6","v36475","1.2.13.1","3927","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Residential mortgages, insured","Dollars","81","millions","6","v36490","1.2.13.3","936","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Residential mortgages, uninsured","Dollars","81","millions","6","v36426","1.2.13.4","2991","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36441","1.2.13.6","0","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, non-financial","Non-residential, farm mortgages","Dollars","81","millions","6","v36456","1.2.13.7","0","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Total, mortgages","Dollars","81","millions","6","v36476","1.2.14.1","0","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Residential mortgages, insured","Dollars","81","millions","6","v36491","1.2.14.3","0","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Residential mortgages, uninsured","Dollars","81","millions","6","v36427","1.2.14.4","0","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36442","1.2.14.6","0","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Non-residents","Non-residential, farm mortgages","Dollars","81","millions","6","v36457","1.2.14.7","0","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Other decreases","Total, mortgages","Dollars","81","millions","6","v36477","1.2.15.1","2046","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Other decreases","Residential mortgages, insured","Dollars","81","millions","6","v36492","1.2.15.3","1196","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Other decreases","Residential mortgages, uninsured","Dollars","81","millions","6","v36428","1.2.15.4","822","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Other decreases","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36443","1.2.15.6","26","","","","0"
"2017-01","Canada","2016A000011124","Mortgages in Canada outstanding","Other decreases","Non-residential, farm mortgages","Dollars","81","millions","6","v36458","1.2.15.7","3","","","","0"
"2017-01","Canada","2016A000011124","Mortgage loans outside Canada outstanding","Total, increases and decreases","Total, mortgages","Dollars","81","millions","6","v36459","1.3.1.1","134060","","","","0"
"2017-01","Canada","2016A000011124","Mortgage loans outside Canada outstanding","Total, increases and decreases","Total, residential mortgages","Dollars","81","millions","6","v36460","1.3.1.2","87896","","","","0"
"2017-01","Canada","2016A000011124","Mortgage loans outside Canada outstanding","Total, increases and decreases","Total, non-residential mortgages","Dollars","81","millions","6","v36461","1.3.1.5","46163","","","","0"
"2017-01","Canada","2016A000011124","Allowance for credit losses","Total, increases and decreases","Total, mortgages","Dollars","81","millions","6","v36462","1.4.1.1","1855","","","","0"
"2017-04","Canada","2016A000011124","Total, mortgage loans outstanding","Total, increases and decreases","Total, mortgages","Dollars","81","millions","6","v36421","1.1.1.1","1295165","","","","0"
"2017-04","Canada","2016A000011124","Mortgages in Canada outstanding","Total, increases and decreases","Total, mortgages","Dollars","81","millions","6","v36463","1.2.1.1","1163347","","","","0"
"2017-04","Canada","2016A000011124","Mortgages in Canada outstanding","Total, increases and decreases","Residential mortgages, insured","Dollars","81","millions","6","v36478","1.2.1.3","556224","","","","0"
"2017-04","Canada","2016A000011124","Mortgages in Canada outstanding","Total, increases and decreases","Residential mortgages, uninsured","Dollars","81","millions","6","v36493","1.2.1.4","541464","","","","0"
"2017-04","Canada","2016A000011124","Mortgages in Canada outstanding","Total, increases and decreases","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36429","1.2.1.6","54781","","","","0"
"2017-04","Canada","2016A000011124","Mortgages in Canada outstanding","Total, increases and decreases","Non-residential, farm mortgages","Dollars","81","millions","6","v36444","1.2.1.7","10878","","","","0"
"2017-04","Canada","2016A000011124","Mortgages in Canada outstanding","Gross increase","Total, mortgages","Dollars","81","millions","6","v36464","1.2.2.1","95234","","","","0"
"2017-04","Canada","2016A000011124","Mortgages in Canada outstanding","Gross increase","Residential mortgages, insured","Dollars","81","millions","6","v36479","1.2.2.3","27577","","","","0"
"2017-04","Canada","2016A000011124","Mortgages in Canada outstanding","Gross increase","Residential mortgages, uninsured","Dollars","81","millions","6","v36494","1.2.2.4","62904","","","","0"
"2017-04","Canada","2016A000011124","Mortgages in Canada outstanding","Gross increase","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36430","1.2.2.6","3953","","","","0"
"2017-04","Canada","2016A000011124","Mortgages in Canada outstanding","Gross increase","Non-residential, farm mortgages","Dollars","81","millions","6","v36445","1.2.2.7","800","","","","0"
"2017-04","Canada","2016A000011124","Mortgages in Canada outstanding","Cash disbursement of principal","Total, mortgages","Dollars","81","millions","6","v36465","1.2.3.1","69188","","","","0"
"2017-04","Canada","2016A000011124","Mortgages in Canada outstanding","Cash disbursement of principal","Residential mortgages, insured","Dollars","81","millions","6","v36480","1.2.3.3","12599","","","","0"
"2017-04","Canada","2016A000011124","Mortgages in Canada outstanding","Cash disbursement of principal","Residential mortgages, uninsured","Dollars","81","millions","6","v36495","1.2.3.4","52021","","","","0"
"2017-04","Canada","2016A000011124","Mortgages in Canada outstanding","Cash disbursement of principal","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36431","1.2.3.6","3802","","","","0"
"2017-04","Canada","2016A000011124","Mortgages in Canada outstanding","Cash disbursement of principal","Non-residential, farm mortgages","Dollars","81","millions","6","v36446","1.2.3.7","767","","","","0"
"2017-04","Canada","2016A000011124","Mortgages in Canada outstanding","Purchases of mortgages from","Total, mortgages","Dollars","81","millions","6","v36466","1.2.4.1","14389","","","","0"
"2017-04","Canada","2016A000011124","Mortgages in Canada outstanding","Purchases of mortgages from","Residential mortgages, insured","Dollars","81","millions","6","v36481","1.2.4.3","7467","","","","0"
"2017-04","Canada","2016A000011124","Mortgages in Canada outstanding","Purchases of mortgages from","Residential mortgages, uninsured","Dollars","81","millions","6","v36496","1.2.4.4","6852","","","","0"
"2017-04","Canada","2016A000011124","Mortgages in Canada outstanding","Purchases of mortgages from","Non-residential, non-farm mortgages","Dollars","81","millions","6","v36432","1.2.4.6","70","","","","0"
"2017-04","Canada","2016A000011124","Mortgages in Canada outstanding","Purchases of mortgages from","Non-residential, farm mortgages","Dollars","81","millions","6","v36447","1.2.4.7","0","","","","0"
"2017-04","Canada","2016A000011124","Mortgages in Canada outstanding","Residents, financial","Total, mortgages","Dollars","81","millions","6","v36467","1.2.5.1","12799","","","","0"
